city,title,url,image,location
Busto Arsizio,"Live camera in Italy, Busto Arsizio",http://www.insecam.org/en/view/892382/,http://88.147.108.145:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Busto Arsizio, Italy"
Busto Arsizio,"Live camera in Italy, Busto Arsizio",http://www.insecam.org/en/view/872094/,http://128.116.134.121:5000/mjpg/video.mjpg,"Live camera in Busto Arsizio, Italy"
Busto Arsizio,"Live camera in Italy, Busto Arsizio",http://www.insecam.org/en/view/803184/,http://84.33.89.170:85/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Busto Arsizio, Italy"
Bystrice Pod Hostyne,"Live camera in Czech Republic, Bystrice pod Hostyne",http://www.insecam.org/en/view/269810/,http://77.48.31.68:80/mjpg/video.mjpg,"Live camera in Bystrice pod Hostyne, Czech Republic"
Cairo,"Live camera in Egypt, Cairo",http://www.insecam.org/en/view/928822/,http://41.64.173.82:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"Live camera in Cairo, Egypt"
Calanas,"Live camera in Spain, Calanas",http://www.insecam.org/en/view/918305/,http://84.232.113.50:8084/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Calanas, Spain"
Calgary,"Live camera in Canada, Calgary",http://www.insecam.org/en/view/913292/,http://184.67.44.58:80/mjpg/video.mjpg,"Live camera in Calgary, Canada"
Calgary,"Live camera in Canada, Calgary",http://www.insecam.org/en/view/873383/,http://70.77.218.145:8000/mjpg/video.mjpg,"Live camera in Calgary, Canada"
Calgary,"Live camera in Canada, CALGARY",http://www.insecam.org/en/view/194384/,http://184.69.198.142:80/oneshotimage1?COUNTER,"Live camera in CALGARY, Canada"
Camden,"Live camera in United States, CAMDEN",http://www.insecam.org/en/view/259824/,http://71.245.124.33:1024/cgi-bin/camera?resolution=640&amp;quality=1&amp;Language=0&amp;COUNTER,"Live camera in CAMDEN, United States"
Campobasso,"Live camera in Italy, Campobasso",http://www.insecam.org/en/view/417289/,http://195.32.24.180:1024/mjpg/video.mjpg,"Live camera in Campobasso, Italy"
Can Duoc,"Live camera in Viet Nam, Can Duoc",http://www.insecam.org/en/view/934807/,http://113.161.46.196:8001/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Can Duoc, Viet Nam"
Capaccio,"Live camera in Italy, Capaccio",http://www.insecam.org/en/view/1010265/,http://94.101.60.59:6666/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Capaccio, Italy"
Capaccio,"Live camera in Italy, Capaccio",http://www.insecam.org/en/view/903968/,http://94.101.60.53:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Capaccio, Italy"
Cape Coral,"Live camera in United States, Cape Coral",http://www.insecam.org/en/view/833049/,http://50.251.97.18:80/oneshotimage1?COUNTER,"Live camera in Cape Coral, United States"
Cape Town,"Live camera in South Africa, Cape Town",http://www.insecam.org/en/view/762685/,http://154.65.13.190:8080/cgi-bin/viewer/video.jpg?r=COUNTER,"Live camera in Cape Town, South Africa"
Cape Town,"Live camera in South Africa, Cape Town",http://www.insecam.org/en/view/444003/,http://196.21.94.4:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Cape Town, South Africa"
Cape Town,"Live camera in South Africa, CAPE TOWN",http://www.insecam.org/en/view/250641/,http://196.21.92.209:80/mjpg/video.mjpg,"Live camera in CAPE TOWN, South Africa"
Cape Town,"Live camera in South Africa, CAPE TOWN",http://www.insecam.org/en/view/240398/,http://196.21.92.82:80/mjpg/video.mjpg,"Live camera in CAPE TOWN, South Africa"
Capelle Aan Den Ijss,"Live camera in Netherlands, Capelle aan den IJss",http://www.insecam.org/en/view/450785/,http://81.204.47.18:50000/cgi-bin/camera?resolution=640&amp;quality=1&amp;Language=0&amp;COUNTER,"Live camera in Capelle aan den IJss, Netherlands"
Carpignano Salentino,"Live camera in Italy, Carpignano Salentino",http://www.insecam.org/en/view/993593/,http://185.87.69.220:8001/snap.jpg?JpegSize=M&JpegCam=1&r=COUNTER,"Live camera in Carpignano Salentino, Italy"
Casalecchio Di Reno,"Live camera in Italy, Casalecchio di Reno",http://www.insecam.org/en/view/931353/,http://79.8.52.211:88/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Casalecchio di Reno, Italy"
Casalecchio Di Reno,"Live camera in Italy, Casalecchio di Reno",http://www.insecam.org/en/view/931351/,http://79.8.52.211:89/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Casalecchio di Reno, Italy"
Casalecchio Di Reno,"Live camera in Italy, Casalecchio di Reno",http://www.insecam.org/en/view/635649/,http://79.8.52.211:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Casalecchio di Reno, Italy"
Casalecchio Di Reno,"Live camera in Italy, Casalecchio di Reno",http://www.insecam.org/en/view/634932/,http://79.8.52.211:82/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Casalecchio di Reno, Italy"
Casper,"Live camera in United States, Casper",http://www.insecam.org/en/view/833730/,http://35.134.198.23:8888/out.jpg?q=30&id=0.1317044913727916&r=COUNTER,"Live camera in Casper, United States"
Castlebar,"Live camera in Ireland, CASTLEBAR",http://www.insecam.org/en/view/243633/,http://88.81.111.204:8000/mjpg/video.mjpg,"Live camera in CASTLEBAR, Ireland"
Castlegar,"Live camera in Canada, Castlegar",http://www.insecam.org/en/view/874558/,http://104.243.223.162:8082/mjpg/video.mjpg,"Live camera in Castlegar, Canada"
Castlegar,"Live camera in Canada, Castlegar",http://www.insecam.org/en/view/874554/,http://104.243.223.162:8083/mjpg/video.mjpg,"Live camera in Castlegar, Canada"
Castlegar,"Live camera in Canada, Castlegar",http://www.insecam.org/en/view/815509/,http://162.245.246.109:83/GetData.cgi?CH=1,"Live camera in Castlegar, Canada"
Catanduva,"Live camera in Brazil, Catanduva",http://www.insecam.org/en/view/934534/,http://177.52.31.193:8081/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Catanduva, Brazil"
Cattolica,"Live camera in Italy, Cattolica",http://www.insecam.org/en/view/448721/,http://62.220.83.17:8001/jpg/image.jpg?COUNTER,"Live camera in Cattolica, Italy"
Caxias Do Sul,"Live camera in Brazil, Caxias do Sul",http://www.insecam.org/en/view/1006494/,http://189.7.161.83:9000/cgi-bin/snapshot.cgi?COUNTER,"Live camera in Caxias do Sul, Brazil"
Cedar Fork,"Live camera in United States, Cedar Fork",http://www.insecam.org/en/view/527063/,http://66.57.67.108:1024/mjpg/video.mjpg,"Live camera in Cedar Fork, United States"
Center Conway,"Live camera in United States, Center Conway",http://www.insecam.org/en/view/888856/,http://24.198.138.58:80/SnapshotJPEG?Resolution=640x480&amp;Quality=Clarity&amp;COUNTER,"Live camera in Center Conway, United States"
Cesena,"Live camera in Italy, Cesena",http://www.insecam.org/en/view/1004749/,http://185.94.82.113:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Cesena, Italy"
Cesena,"Live camera in Italy, Cesena",http://www.insecam.org/en/view/998802/,http://185.97.122.32:8080/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Cesena, Italy"
Cesenatico,"Live camera in Italy, Cesenatico",http://www.insecam.org/en/view/634915/,http://31.3.189.179:8081/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Cesenatico, Italy"
Ceske Budejovice,"Live camera in Czech Republic, Ceske Budejovice",http://www.insecam.org/en/view/970830/,http://176.62.229.197:80/asp/video.cgi,"Live camera in Ceske Budejovice, Czech Republic"
Ceske Budejovice,"Live camera in Czech Republic, Ceske Budejovice",http://www.insecam.org/en/view/715231/,http://176.62.235.233:80/SnapshotJPEG?Resolution=640x480&amp;Quality=Clarity&amp;COUNTER,"Live camera in Ceske Budejovice, Czech Republic"
Chamberlain,"Live camera in United States, Chamberlain",http://www.insecam.org/en/view/1010227/,http://208.53.198.105:85/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Chamberlain, United States"
Chambersburg,"Live camera in United States, Chambersburg",http://www.insecam.org/en/view/871354/,http://166.250.66.102:8081/snap.jpg?JpegSize=M&JpegCam=1&r=COUNTER,"Live camera in Chambersburg, United States"
Champs-Sur-Marne,"Live camera in France, Champs-sur-Marne",http://www.insecam.org/en/view/1007750/,http://81.67.25.88:8080/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Champs-sur-Marne, France"
Champs-Sur-Marne,"Live camera in France, Champs-sur-Marne",http://www.insecam.org/en/view/1007749/,http://81.67.25.88:8081/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Champs-sur-Marne, France"
Chandler,"Live camera in United States, Chandler",http://www.insecam.org/en/view/948400/,http://68.106.25.112:8080/?action=stream,"Live camera in Chandler, United States"
Changhua,"Live camera in Taiwan, Province Of , Changhua",http://www.insecam.org/en/view/869077/,http://59.120.221.54:88/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Changhua, Taiwan, Province Of"
Charlotte,"Live camera in United States, Charlotte",http://www.insecam.org/en/view/920391/,http://70.60.107.118:80/jpg/image.jpg?COUNTER,"Live camera in Charlotte, United States"
Charlotte,"Live camera in United States, Charlotte",http://www.insecam.org/en/view/920337/,http://198.24.86.94:8082/jpg/image.jpg?COUNTER,"Live camera in Charlotte, United States"
Charlotte,"Live camera in United States, Charlotte",http://www.insecam.org/en/view/794116/,http://70.63.123.20:80/mjpg/video.mjpg,"Live camera in Charlotte, United States"
Chattanooga,"Live camera in United States, Chattanooga",http://www.insecam.org/en/view/808478/,http://192.111.77.7:81/cgi-bin/camera?resolution=640&amp;quality=1&amp;Language=0&amp;COUNTER,"Live camera in Chattanooga, United States"
Chattanooga,"Live camera in United States, Chattanooga",http://www.insecam.org/en/view/798260/,http://198.254.94.125:81/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Chattanooga, United States"
Chattanooga,"Live camera in United States, Chattanooga",http://www.insecam.org/en/view/798180/,http://198.254.94.125:82/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Chattanooga, United States"
Chef-Boutonne,"Live camera in France, Chef-Boutonne",http://www.insecam.org/en/view/1010288/,http://86.233.186.187:81/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Chef-Boutonne, France"
Chehalis,"Live camera in United States, Chehalis",http://www.insecam.org/en/view/490858/,http://64.91.104.181:80/mjpg/video.mjpg,"Live camera in Chehalis, United States"
Chelyabinsk,"Live camera in Russian Federation, Chelyabinsk",http://www.insecam.org/en/view/887591/,http://94.181.44.31:81/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Chelyabinsk, Russian Federation"
Chelyabinsk,"Live camera in Russian Federation, Chelyabinsk",http://www.insecam.org/en/view/844668/,http://78.29.21.138:80/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Chelyabinsk, Russian Federation"
Chemnitz,"Live camera in Germany, Chemnitz",http://www.insecam.org/en/view/338188/,http://77.235.182.8:80/mjpg/video.mjpg,"Live camera in Chemnitz, Germany"
Chemnitz,"Live camera in Germany, CHEMNITZ",http://www.insecam.org/en/view/240414/,http://77.235.187.81:80/mjpg/video.mjpg,"Live camera in CHEMNITZ, Germany"
Chiasso,"Live camera in Switzerland, Chiasso",http://www.insecam.org/en/view/565438/,http://213.3.63.34:81/mjpg/video.mjpg,"Live camera in Chiasso, Switzerland"
Chiayi,"Live camera in Taiwan, Province Of , Chiayi",http://www.insecam.org/en/view/996707/,http://59.127.235.133:85/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Chiayi, Taiwan, Province Of"
Chiba,"Live camera in Japan, Chiba",http://www.insecam.org/en/view/938811/,http://121.119.162.154:80/cgi-bin/camera?resolution=640&amp;quality=1&amp;Language=0&amp;COUNTER,"Live camera in Chiba, Japan"
Chiba,"Live camera in Japan, CHIBA",http://www.insecam.org/en/view/211445/,http://118.21.97.251:80/SnapshotJPEG?Resolution=640x480&amp;Quality=Clarity&amp;COUNTER,"Live camera in CHIBA, Japan"
Chicago,"Live camera in United States, Chicago",http://www.insecam.org/en/view/1010655/,http://166.156.253.4:80/mjpg/video.mjpg,"Live camera in Chicago, United States"
Chicago,"Live camera in United States, Chicago",http://www.insecam.org/en/view/984946/,http://162.191.6.55:82/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Chicago, United States"
Chicago,"Live camera in United States, Chicago",http://www.insecam.org/en/view/976438/,http://166.152.34.71:80/nph-jpeg.cgi?0,"Live camera in Chicago, United States"
Chicago,"Live camera in United States, Chicago",http://www.insecam.org/en/view/947820/,http://166.156.252.91:80/mjpg/video.mjpg,"Live camera in Chicago, United States"
Chicago,"Live camera in United States, Chicago",http://www.insecam.org/en/view/924295/,http://166.165.9.97:8081/snap.jpg?JpegSize=M&JpegCam=1&r=COUNTER,"Live camera in Chicago, United States"
Chicago,"Live camera in United States, Chicago",http://www.insecam.org/en/view/919648/,http://166.165.9.97:8082/snap.jpg?JpegSize=M&JpegCam=1&r=COUNTER,"Live camera in Chicago, United States"
Chicoutimi,"Live camera in Canada, CHICOUTIMI",http://www.insecam.org/en/view/241554/,http://199.91.204.42:8080/mjpg/video.mjpg,"Live camera in CHICOUTIMI, Canada"
Chicoutimi,"Live camera in Canada, CHICOUTIMI",http://www.insecam.org/en/view/216400/,http://199.91.204.42:85/mjpg/video.mjpg,"Live camera in CHICOUTIMI, Canada"
Chigasaki,"Live camera in Japan, Chigasaki",http://www.insecam.org/en/view/690405/,http://120.51.26.252:8081/-wvhttp-01-/GetOneShot?image_size=640x480&frame_count=1000000000,"Live camera in Chigasaki, Japan"
Chigasaki,"Live camera in Japan, Chigasaki",http://www.insecam.org/en/view/274715/,http://120.51.26.100:81/SnapshotJPEG?Resolution=640x480&amp;Quality=Clarity&amp;COUNTER,"Live camera in Chigasaki, Japan"
Chippis,"Live camera in Switzerland, Chippis",http://www.insecam.org/en/view/878014/,http://213.221.146.11:8080/oneshotimage1?COUNTER,"Live camera in Chippis, Switzerland"
Chisinau,"Live camera in Moldova, Republic Of, Chisinau",http://www.insecam.org/en/view/1009682/,http://87.248.168.168:8082/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Chisinau, Moldova, Republic Of"
Chisinau,"Live camera in Moldova, Republic Of, Chisinau",http://www.insecam.org/en/view/921308/,http://188.212.25.153:8090/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Chisinau, Moldova, Republic Of"
Chisinau,"Live camera in Moldova, Republic Of, Chisinau",http://www.insecam.org/en/view/833585/,http://5.56.95.29:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"Live camera in Chisinau, Moldova, Republic Of"
Chisinau,"Live camera in Moldova, Republic Of, Chisinau",http://www.insecam.org/en/view/824511/,http://212.28.71.227:8022/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Chisinau, Moldova, Republic Of"
Chittagong,"Live camera in Bangladesh, Chittagong",http://www.insecam.org/en/view/958919/,http://27.147.247.113:8001/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Chittagong, Bangladesh"
Chomutov,"Live camera in Czech Republic, Chomutov",http://www.insecam.org/en/view/753947/,http://185.155.34.102:80/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Chomutov, Czech Republic"
Chrastava,"Live camera in Czech Republic, Chrastava",http://www.insecam.org/en/view/392312/,http://62.201.18.123:82/cgi-bin/viewer/video.jpg?r=COUNTER,"Live camera in Chrastava, Czech Republic"
Chrastava,"Live camera in Czech Republic, Chrastava",http://www.insecam.org/en/view/392305/,http://62.201.18.123:84/cgi-bin/viewer/video.jpg?r=COUNTER,"Live camera in Chrastava, Czech Republic"
Cincinnati,"Live camera in United States, Cincinnati",http://www.insecam.org/en/view/351849/,http://98.102.110.114:82/mjpg/video.mjpg,"Live camera in Cincinnati, United States"
Ciranjang-Hilir,"Live camera in Indonesia, Ciranjang-hilir",http://www.insecam.org/en/view/809338/,http://36.66.133.249:80/tmpfs/auto.jpg?COUNTER,"Live camera in Ciranjang-hilir, Indonesia"
Clymer,"Live camera in United States, Clymer",http://www.insecam.org/en/view/808438/,http://72.43.65.8:80/mjpg/video.mjpg,"Live camera in Clymer, United States"
Coaldale,"Live camera in Canada, Coaldale",http://www.insecam.org/en/view/812970/,http://184.68.127.82:89/mjpg/video.mjpg,"Live camera in Coaldale, Canada"
Coburg,"Live camera in Germany, Coburg",http://www.insecam.org/en/view/936735/,http://5.100.32.48:8001/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Coburg, Germany"
Coburg,"Live camera in Germany, Coburg",http://www.insecam.org/en/view/753951/,http://217.24.54.102:80/mjpg/video.mjpg,"Live camera in Coburg, Germany"
Coburg,"Live camera in Germany, Coburg",http://www.insecam.org/en/view/450133/,http://217.24.53.20:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Coburg, Germany"
Coeur D'Alene,"Live camera in United States, Coeur d'Alene",http://www.insecam.org/en/view/880327/,http://205.220.208.46:80/-wvhttp-01-/GetOneShot?image_size=640x480&frame_count=1000000000,"Live camera in Coeur d'Alene, United States"
Coevorden,"Live camera in Netherlands, COEVORDEN",http://www.insecam.org/en/view/264783/,http://213.126.79.10:80/cgi-bin/camera?resolution=640&amp;quality=1&amp;Language=0&amp;COUNTER,"Live camera in COEVORDEN, Netherlands"
Colegiales,"Live camera in Argentina, Colegiales",http://www.insecam.org/en/view/447843/,http://190.18.11.11:81/cgi-bin/viewer/video.jpg?r=COUNTER,"Live camera in Colegiales, Argentina"
College Park,"Live camera in United States, College Park",http://www.insecam.org/en/view/866168/,http://131.118.241.3:80/mjpg/video.mjpg,"Live camera in College Park, United States"
Collingwood,"Live camera in Canada, Collingwood",http://www.insecam.org/en/view/887982/,http://216.183.150.40:8081/mjpg/video.mjpg,"Live camera in Collingwood, Canada"
Colorado Springs,"Live camera in United States, Colorado Springs",http://www.insecam.org/en/view/962491/,http://173.8.251.58:8081/mjpg/video.mjpg,"Live camera in Colorado Springs, United States"
Colorado Springs,"Live camera in United States, Colorado Springs",http://www.insecam.org/en/view/962490/,http://173.8.251.58:8082/mjpg/video.mjpg,"Live camera in Colorado Springs, United States"
Columbia,"Live camera in United States, Columbia",http://www.insecam.org/en/view/689679/,http://69.145.207.53:80/-wvhttp-01-/GetOneShot?image_size=640x480&frame_count=1000000000,"Live camera in Columbia, United States"
Columbia,"Live camera in United States, Columbia",http://www.insecam.org/en/view/689069/,http://69.145.207.52:80/-wvhttp-01-/GetOneShot?image_size=640x480&frame_count=1000000000,"Live camera in Columbia, United States"
Compiegne,"Live camera in France, Compiegne",http://www.insecam.org/en/view/1010562/,http://109.219.221.221:8085/videostream.cgi?user=admin&pwd=,"Live camera in Compiegne, France"
Concord,"Live camera in United States, Concord",http://www.insecam.org/en/view/920199/,http://65.175.133.211:80/jpg/image.jpg?COUNTER,"Live camera in Concord, United States"
Concord,"Live camera in United States, Concord",http://www.insecam.org/en/view/914856/,http://64.35.193.106:8000/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Concord, United States"
Concord,"Live camera in United States, Concord",http://www.insecam.org/en/view/459891/,http://199.184.125.51:80/oneshotimage1?COUNTER,"Live camera in Concord, United States"
Constanta,"Live camera in Romania, Constanta",http://www.insecam.org/en/view/980488/,http://185.132.173.115:81/mjpg/video.mjpg,"Live camera in Constanta, Romania"
Constanta,"Live camera in Romania, Constanta",http://www.insecam.org/en/view/980487/,http://185.132.173.115:83/mjpg/video.mjpg,"Live camera in Constanta, Romania"
Cooperstown,"Live camera in United States, COOPERSTOWN",http://www.insecam.org/en/view/241836/,http://173.245.150.16:8080/mjpg/video.mjpg,"Live camera in COOPERSTOWN, United States"
Coos Bay,"Live camera in United States, Coos Bay",http://www.insecam.org/en/view/995344/,http://47.33.179.72:50000/SnapshotJPEG?Resolution=640x480&amp;Quality=Clarity&amp;COUNTER,"Live camera in Coos Bay, United States"
Coral Springs,"Live camera in United States, Coral Springs",http://www.insecam.org/en/view/1010134/,http://99.33.196.220:2223/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Coral Springs, United States"
Cordoba,"Live camera in Spain, Cordoba",http://www.insecam.org/en/view/1010803/,http://80.28.135.251:83/mjpg/video.mjpg,"Live camera in Cordoba, Spain"
Cordoba,"Live camera in Argentina, Cordoba",http://www.insecam.org/en/view/1010456/,http://181.28.3.87:80/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Cordoba, Argentina"
Cordoba,"Live camera in Spain, Cordoba",http://www.insecam.org/en/view/1010803/,http://80.28.135.251:83/mjpg/video.mjpg,"Live camera in Cordoba, Spain"
Cordoba,"Live camera in Argentina, Cordoba",http://www.insecam.org/en/view/1010456/,http://181.28.3.87:80/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Cordoba, Argentina"
Correggio,"Live camera in Italy, Correggio",http://www.insecam.org/en/view/464895/,http://185.33.59.71:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Correggio, Italy"
Corsico,"Live camera in Italy, Corsico",http://www.insecam.org/en/view/864396/,http://194.243.131.194:8001/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Corsico, Italy"
Courchevel,"Live camera in France, Courchevel",http://www.insecam.org/en/view/883541/,http://185.68.231.93:80/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Courchevel, France"
Courtenay,"Live camera in Canada, Courtenay",http://www.insecam.org/en/view/828377/,http://184.69.115.194:8080/cgi-bin/viewer/video.jpg?r=COUNTER,"Live camera in Courtenay, Canada"
Cranfield,"Live camera in United Kingdom, Cranfield",http://www.insecam.org/en/view/1010382/,http://5.226.58.5:9001/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Cranfield, United Kingdom"
Cranfield,"Live camera in United Kingdom, Cranfield",http://www.insecam.org/en/view/1010356/,http://5.226.58.4:9003/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Cranfield, United Kingdom"
Cranfield,"Live camera in United Kingdom, Cranfield",http://www.insecam.org/en/view/1010263/,http://91.102.60.75:9001/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Cranfield, United Kingdom"
Cranfield,"Live camera in United Kingdom, Cranfield",http://www.insecam.org/en/view/1010204/,http://91.102.60.80:9001/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Cranfield, United Kingdom"
Cranfield,"Live camera in United Kingdom, Cranfield",http://www.insecam.org/en/view/1010175/,http://5.226.58.3:9001/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Cranfield, United Kingdom"
Cranfield,"Live camera in United Kingdom, Cranfield",http://www.insecam.org/en/view/1010173/,http://91.102.60.66:9001/jpgmulreq/1/image.jpg?key=1516975535684&lq=1&COUNTER,"Live camera in Cranfield, United Kingdom"
Crested Butte,"Live camera in United States, Crested Butte",http://www.insecam.org/en/view/912835/,http://64.74.184.33:8080/SnapshotJPEG?Resolution=640x480&amp;Quality=Clarity&amp;COUNTER,"Live camera in Crested Butte, United States"
Crna Gora,"Live camera in Montenegro, Crna Gora",http://www.insecam.org/en/view/790897/,http://77.222.20.252:8001/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Crna Gora, Montenegro"
Cupertino,"Live camera in United States, Cupertino",http://www.insecam.org/en/view/758659/,http://162.227.163.129:86/SnapshotJPEG?Resolution=640x480&amp;Quality=Clarity&amp;COUNTER,"Live camera in Cupertino, United States"
Currajong,"Live camera in Australia, Currajong",http://www.insecam.org/en/view/948585/,http://119.12.32.112:8081/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Currajong, Australia"
Cvikov,"Live camera in Czech Republic, Cvikov",http://www.insecam.org/en/view/997991/,http://91.139.123.217:80/mjpeg.cgi,"Live camera in Cvikov, Czech Republic"
Czestochowa,"Live camera in Poland, Czestochowa",http://www.insecam.org/en/view/487886/,http://212.87.254.166:80/cgi-bin/viewer/video.jpg?r=COUNTER,"Live camera in Czestochowa, Poland"
Da Lat,"Live camera in Viet Nam, Da Lat",http://www.insecam.org/en/view/907411/,http://113.165.166.204:82/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Da Lat, Viet Nam"
Da Lat,"Live camera in Viet Nam, Da Lat",http://www.insecam.org/en/view/873594/,http://113.165.166.145:82/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Da Lat, Viet Nam"
Daejeon,"Live camera in Korea, Republic Of, Daejeon",http://www.insecam.org/en/view/935666/,http://14.7.197.14:8000/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Daejeon, Korea, Republic Of"
Daejeon,"Live camera in Korea, Republic Of, Daejeon",http://www.insecam.org/en/view/932877/,http://219.241.128.65:8000/webcapture.jpg?command=snap&channel=1?COUNTER,"Live camera in Daejeon, Korea, Republic Of"
Dallas,"Live camera in United States, Dallas",http://www.insecam.org/en/view/392122/,http://64.183.188.132:8080/cgi-bin/viewer/video.jpg?r=COUNTER,"Live camera in Dallas, United States"
Dalton,"Live camera in United States, Dalton",http://www.insecam.org/en/view/809272/,http://173.247.26.11:81/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Dalton, United States"
Damascus,"Live camera in Syria, Damascus",http://www.insecam.org/en/view/844963/,http://82.137.209.143:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"Live camera in Damascus, Syria"
Damascus,"Live camera in Syria, Damascus",http://www.insecam.org/en/view/835589/,http://90.153.200.45:80/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"Live camera in Damascus, Syria"
Damascus,"Live camera in Syria, Damascus",http://www.insecam.org/en/view/835569/,http://82.137.219.39:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"Live camera in Damascus, Syria"
Damascus,"Live camera in Syria, Damascus",http://www.insecam.org/en/view/624131/,http://82.137.249.103:60001/cgi-bin/snapshot.cgi?chn=0&u=admin&p=&q=0&COUNTER,"Live camera in Damascus, Syria"
Danboro,"Live camera in United States, Danboro",http://www.insecam.org/en/view/934888/,http://166.241.55.215:8081/-wvhttp-01-/GetOneShot?image_size=640x480&frame_count=1000000000,"Live camera in Danboro, United States"
Darlowo,"Live camera in Poland, Darlowo",http://www.insecam.org/en/view/785548/,http://77.252.78.102:80/cgi-bin/viewer/video.jpg?r=COUNTER,"Live camera in Darlowo, Poland"
Darlowo,"Live camera in Poland, Darlowo",http://www.insecam.org/en/view/785130/,http://77.252.78.102:8080/cgi-bin/viewer/video.jpg?r=COUNTER,"Live camera in Darlowo, Poland"
Darmstadt,"Live camera in Germany, Darmstadt",http://www.insecam.org/en/view/884244/,http://93.241.243.144:50001/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Darmstadt, Germany"
Darmstadt,"Live camera in Germany, Darmstadt",http://www.insecam.org/en/view/880974/,http://87.140.50.57:83/cgi-bin/faststream.jpg?stream=half&fps=15&rand=COUNTER,"Live camera in Darmstadt, Germany"
